timestamp,roll,pitch,yaw,vel_x(cam),vel_y(cam),vei_z(cam),pos_x(cam),pos_y(cam),pos_z(cam),mag_x(NED),mag_y(NED),mag_z(NED)
1527750266991211663,-0.0598233,-0.000335665,-0.360059,0.00289131,-0.00154383,-0.203434,0.000647489,-0.000363326,-0.00236823,-5.56944e-06,4.8816e-06,-2.41345e-05
1527750267024533603,-0.059827,-0.000335668,-0.360048,0.00296686,-0.00149542,-0.485948,0.000729474,-0.000405942,-0.0120147,-5.56944e-06,4.8816e-06,-2.41345e-05
1527750267057892540,-0.059854,-0.000336126,-0.36004,0.00307832,-0.00146317,-0.898183,0.000852853,-0.000466467,-0.0402739,-5.56944e-06,4.8816e-06,-2.41345e-05
1527750267091206172,-0.0598463,-0.000336211,-0.360044,0.00316658,-0.00143451,-1.18073,0.000940205,-0.000507036,-0.0693643,-5.56944e-06,4.8816e-06,-2.41345e-05
1527750267126097331,-0.0597918,-0.000335457,-0.359996,0.0034546,-0.00131672,-2.11027,0.00124496,-0.000632876,-0.220867,-5.56944e-06,4.8816e-06,-2.41345e-05
1527750267160537518,-0.0597972,-0.000334935,-0.360008,0.00353154,-0.00128119,-2.3963,0.00134389,-0.000669628,-0.284707,-5.56944e-06,4.8816e-06,-2.41345e-05
1527750267203315280,-0.0597905,-0.000334469,-0.35999,0.0035831,-0.00125834,-2.59817,0.00141499,-0.000695047,-0.334639,-5.56944e-06,4.8816e-06,-2.41345e-05
1527750267224533309,-0.0597905,-0.000334469,-0.35999,0.0035831,-0.00125834,-2.59817,0.00141499,-0.000695047,-0.334639,-5.56944e-06,4.8816e-06,-2.41345e-05
1527750267257842299,-0.0598097,-0.000334078,-0.359986,0.003669,-0.00122157,-2.9207,0.00153092,-0.000734635,-0.422792,-5.56944e-06,4.8816e-06,-2.41345e-05
1527750267291200954,-0.0598174,-0.000333873,-0.359953,0.00373385,-0.00117997,-3.20364,0.00163477,-0.000768175,-0.508615,-5.56944e-06,4.8816e-06,-2.41345e-05
1527750267324533051,-0.0598015,-0.00033359,-0.359924,0.00383731,-0.0011269,-3.5653,0.00177042,-0.000809504,-0.62985,-5.56944e-06,4.8816e-06,-2.41345e-05
