timestamp,roll,pitch,yaw,vel_x(cam),vel_y(cam),vei_z(cam),pos_x(cam),pos_y(cam),pos_z(cam),mag_x(NED),mag_y(NED),mag_z(NED)
1527751246060761144,3.086,0.0429917,2.89113,-0.000854615,-0.00199932,0.000516423,-0.00163726,-0.000845845,-7.83602e-05,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246086267611,3.08625,0.0409396,2.89113,0.00120606,-0.00149838,0.000753229,-0.00163428,-0.000851225,-7.20433e-05,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246119672611,3.08765,0.0298394,2.89125,0.000904639,-0.00146914,-0.000861117,-0.0015782,-0.000888696,-7.77454e-05,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246152927802,3.08897,0.0194325,2.89137,0.000807597,0.000480541,-0.00063189,-0.00147616,-0.000906376,-0.000115393,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246186260191,3.08918,0.0175651,2.89142,-0.000375206,0.000635754,-0.000834305,-0.00149613,-0.00089292,-0.000150608,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246219593584,3.08919,0.017911,2.89154,-0.000100164,0.00080839,-0.000724877,-0.00149998,-0.000884888,-0.000159972,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246252927580,3.08936,0.0173997,2.89171,-0.00020163,0.0010919,-0.00114567,-0.00151973,-0.000851708,-0.000207491,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246286265171,3.08973,0.0176273,2.89192,0.000275714,7.94735e-05,-0.00106829,-0.00151667,-0.000850215,-0.000229105,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246319597177,3.08981,0.0174712,2.89186,3.62891e-05,0.000801026,-0.000522128,-0.00151505,-0.000834662,-0.000245355,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246352938255,3.09018,0.0173022,2.89197,-0.000743407,0.000272355,-0.000765518,-0.00152743,-0.000822342,-0.000287461,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246386264504,3.09022,0.0175669,2.89199,0.000288291,-9.017e-05,-0.000345987,-0.00152763,-0.00081704,-0.000302962,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246419595811,3.0904,0.0173188,2.89198,-0.000249674,-0.000359752,-0.000236829,-0.00152999,-0.000824743,-0.000315524,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246452927562,3.09048,0.0171419,2.89198,0.000122803,5.8639e-05,-0.000106076,-0.0015348,-0.00082765,-0.000312603,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246486260078,3.09078,0.0166657,2.892,-0.000831893,0.000124845,0.000296921,-0.00155748,-0.000828018,-0.000299921,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246519630584,3.09081,0.0171428,2.892,-2.15384e-05,0.000377774,0.00109915,-0.00155386,-0.000821368,-0.00026213,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246552929480,3.09097,0.0171925,2.89201,0.000116825,-0.000594116,0.000871877,-0.00154748,-0.000823548,-0.000234268,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246586263053,3.0909,0.0166242,2.89198,-0.000741792,-0.000702651,9.59292e-06,-0.00156528,-0.000826908,-0.000267552,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246619597931,3.09047,0.0169142,2.892,0.000202869,2.50673e-05,0.000165536,-0.00157179,-0.000832822,-0.000260783,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246652927684,3.09021,0.0168119,2.892,-5.83504e-05,-0.000119267,-7.89004e-05,-0.00157252,-0.000827491,-0.000259339,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246686284793,3.09028,0.0164826,2.89202,-0.000188715,0.000126029,-0.000679935,-0.00158047,-0.000826674,-0.000286743,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246719595276,3.09035,0.0165761,2.89199,0.000463846,-7.43352e-05,-0.000222179,-0.00157326,-0.000829978,-0.000274501,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246752932586,3.09026,0.0168537,2.892,0.00105564,-0.000220432,0.000594527,-0.00153585,-0.000831908,-0.000227312,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246786262102,3.09037,0.0164344,2.89202,7.70774e-05,-0.000425566,-0.000737447,-0.00152818,-0.000842829,-0.000277128,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246819593812,3.09011,0.0161218,2.89205,-0.000570035,-0.000651762,-0.000855682,-0.00154119,-0.000850702,-0.000340869,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246852927916,3.09005,0.0164001,2.89202,0.000275797,-0.00013317,0.000659999,-0.00153058,-0.00086732,-0.0002906,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246886352001,3.09006,0.0160825,2.89206,-0.000419948,-4.60942e-05,9.64514e-05,-0.00153962,-0.000864125,-0.000318547,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246919627392,3.08981,0.0165072,2.89202,-4.60056e-05,0.000420701,0.000261072,-0.00154638,-0.00085399,-0.000306368,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246952926850,3.08978,0.0168413,2.89202,0.000675823,0.000240809,0.000907546,-0.00152572,-0.00083601,-0.000285627,5.66926e-06,-3.09558e-06,2.15357e-05
1527751246986260092,3.09001,0.0165095,2.89203,8.93535e-05,-0.000108931,0.000584054,-0.00152233,-0.000844224,-0.000274589,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247019599620,3.09004,0.0163664,2.89204,-0.000636801,-0.000306568,0.000263437,-0.00153077,-0.000849969,-0.000278414,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247052939391,3.08982,0.016578,2.89205,-0.000537325,-0.000574252,9.60438e-05,-0.00154505,-0.000872304,-0.000281494,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247086262203,3.08967,0.0165513,2.89207,-0.000336692,6.75343e-05,-0.000119337,-0.00155681,-0.000874424,-0.000272778,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247119595531,3.08938,0.0167182,2.89208,0.00035896,0.000238553,0.00019746,-0.00155364,-0.000866094,-0.000252724,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247152930848,3.08938,0.0169533,2.89203,0.000688113,-0.000163634,-8.9056e-05,-0.00153425,-0.000861647,-0.000253782,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247186263588,3.08913,0.0166187,2.89205,1.26384e-06,-0.000114552,6.47978e-05,-0.0015352,-0.000856591,-0.000239367,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247219622062,3.08921,0.0166055,2.89201,8.80171e-05,-0.000663752,-0.000590336,-0.00153167,-0.00087153,-0.000270698,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247252927025,3.089,0.0165252,2.89207,5.79815e-05,0.000451996,0.000220678,-0.00153305,-0.000866718,-0.000262636,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247286258892,3.0893,0.0163474,2.89206,-0.000319904,0.000642498,-0.000425024,-0.00154949,-0.00084668,-0.000290929,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247319593296,3.08951,0.0164386,2.89195,-0.000380471,0.000182553,-0.000163158,-0.00155759,-0.000848054,-0.000297965,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247352928978,3.08941,0.0165373,2.89195,9.85794e-05,-3.39262e-06,-0.000281172,-0.00155201,-0.000843031,-0.000300917,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247386261372,3.08918,0.016533,2.89204,0.000279736,8.04912e-05,-0.000291492,-0.00154103,-0.000836177,-0.000297166,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247419600457,3.08933,0.0165767,2.89204,0.000176292,0.000383661,0.000471195,-0.00153453,-0.000834106,-0.0002963,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247452927538,3.08942,0.0164115,2.89206,-0.000868279,0.000382414,-0.000379403,-0.00154749,-0.000823599,-0.000336083,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247486261046,3.08972,0.0167076,2.89193,0.000474962,-0.000174406,0.00046276,-0.00154686,-0.000820449,-0.000326056,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247519594479,3.08952,0.016776,2.89196,0.00118074,0.00104541,0.000399003,-0.00151476,-0.000796128,-0.000298374,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247552927182,3.09008,0.0163455,2.89185,-0.000737612,-0.000390061,-0.00051452,-0.00153887,-0.000802744,-0.000325673,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247586261076,3.08969,0.0165331,2.89199,0.000357879,0.000282421,0.000245569,-0.00152175,-0.000781813,-0.000292682,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247619629122,3.08987,0.0165,2.89199,-7.9112e-05,0.000194108,-0.000357757,-0.00152848,-0.000785474,-0.000311782,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247652946614,3.08986,0.0168429,2.89199,-0.000352109,-5.16531e-05,0.000420594,-0.00154651,-0.000761074,-0.000294198,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247689734258,3.09006,0.0168246,2.89198,-0.000216711,-2.14421e-05,-0.000390783,-0.00156281,-0.000786713,-0.000335554,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247752933868,3.09004,0.0168081,2.89199,-0.000152027,-1.54308e-05,-0.000242963,-0.00156978,-0.000786011,-0.000353553,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247786281333,3.09019,0.0168123,2.89195,-0.000270003,-5.3294e-05,8.53798e-05,-0.00157629,-0.000794189,-0.000337774,5.66926e-06,-3.09558e-06,2.15357e-05
1527751247819594915,3.0899,0.0170339,2.89203,0.000570852,0.000113583,0.000788194,-0.00156099,-0.000783685,-0.000317683,5.66926e-06,-3.09558e-06,2.15357e-05
