timestamp,roll,pitch,yaw,vel_x(cam),vel_y(cam),vei_z(cam),pos_x(cam),pos_y(cam),pos_z(cam),mag_x(NED),mag_y(NED),mag_z(NED)
1527752147986508056,3.09015,-0.0111966,0.454407,-0.00229062,0.00553206,-0.00021394,0.000392898,0.000398417,7.51268e-05,9.71381e-06,1.24349e-05,1.64439e-05
1527752148019847668,3.06749,-0.00604389,0.45335,0.0015961,-0.00171495,-0.000537079,0.000384105,0.000492348,6.72088e-05,9.71381e-06,1.24349e-05,1.64439e-05
1527752148053173570,3.07327,-0.00747334,0.453738,0.000933468,-0.00187362,-0.00162297,0.000440932,0.000416502,1.9526e-05,9.71381e-06,1.24349e-05,1.64439e-05
1527752148086505555,3.07035,-0.00702529,0.453415,0.00286853,-0.00605847,0.000427223,0.000514348,0.000285732,2.61339e-05,9.71381e-06,1.24349e-05,1.64439e-05
1527752148119844109,3.07328,-0.00752968,0.454019,-0.0001957,-0.00471759,0.0030602,0.000532688,0.000150242,5.97492e-05,9.71381e-06,1.24349e-05,1.64439e-05
1527752148153193507,3.07477,-0.00826412,0.452533,0.00146541,-0.00223903,0.000259931,0.000584135,4.06921e-05,8.1273e-05,9.71381e-06,1.24349e-05,1.64439e-05
1527752148186504147,3.07694,-0.00844975,0.452996,-0.000542712,0.000475023,0.00221611,0.000583643,4.53631e-05,0.000163529,9.71381e-06,1.24349e-05,1.64439e-05
1527752148219836394,3.07584,-0.00880425,0.452477,0.0019049,-0.000568543,0.000288183,0.000624045,3.55178e-05,0.000138473,9.71381e-06,1.24349e-05,1.64439e-05
1527752148253167546,3.07874,-0.00785227,0.453385,-0.00417494,0.000392393,0.000164149,0.000538555,3.2568e-05,0.000140926,9.71381e-06,1.24349e-05,1.64439e-05
1527752148286511887,3.07692,-0.0100107,0.452685,0.00327496,-0.00166981,0.000640162,0.000633967,-1.10115e-05,0.000158733,9.71381e-06,1.24349e-05,1.64439e-05
1527752148320891960,3.07831,-0.00827881,0.453318,-0.00198753,-0.000205097,-0.000415562,0.000549211,-2.28117e-05,0.000115163,9.71381e-06,1.24349e-05,1.64439e-05
1527752148353190246,3.07855,-0.00970841,0.453117,0.000656837,0.00146899,0.00211588,0.000556617,-7.92753e-07,0.00022093,9.71381e-06,1.24349e-05,1.64439e-05
1527752148386521228,3.07887,-0.00906541,0.453082,-0.00134494,0.000596183,0.000377708,0.000528083,2.15329e-05,0.000200008,9.71381e-06,1.24349e-05,1.64439e-05
1527752148419846463,3.07912,-0.00914846,0.453094,-0.00109167,-4.92981e-05,-2.40722e-05,0.000483851,3.26599e-05,0.000210019,9.71381e-06,1.24349e-05,1.64439e-05
1527752148453190418,3.0786,-0.0101826,0.453175,0.0010697,-9.44201e-05,0.00111309,0.000505051,2.03074e-05,0.000258658,9.71381e-06,1.24349e-05,1.64439e-05
1527752148486507796,3.07858,-0.0112138,0.453225,0.00270795,0.000680947,0.000679903,0.000604039,3.23994e-05,0.000284724,9.71381e-06,1.24349e-05,1.64439e-05
1527752148519860098,3.07892,-0.0100765,0.452876,0.000153812,4.15797e-05,0.000846066,0.000580737,2.53319e-05,0.000307793,9.71381e-06,1.24349e-05,1.64439e-05
1527752148553165531,3.07962,-0.0108554,0.452979,0.00116612,0.00136835,0.000173468,0.000615824,5.45148e-05,0.000297959,9.71381e-06,1.24349e-05,1.64439e-05
1527752148586500228,3.08056,-0.00996616,0.452727,-0.00111237,0.00251512,8.04062e-05,0.000581583,0.000122302,0.000235038,9.71381e-06,1.24349e-05,1.64439e-05
1527752148619870167,3.08125,-0.00998639,0.452858,-0.00153971,0.00607243,-0.00830053,0.00053755,0.00030952,6.54579e-05,9.71381e-06,1.24349e-05,1.64439e-05
