timestamp,roll,pitch,yaw,vel_x(cam),vel_y(cam),vei_z(cam),pos_x(cam),pos_y(cam),pos_z(cam),mag_x(NED),mag_y(NED),mag_z(NED)
1527774032332489244,-0.0403422,0.00416503,-0.000113349,-0.000111412,-0.00110817,-0.000465225,-0.0002639,-0.000492335,-0.000386128,0,0,0
1527774032365820238,-0.0394451,0.00205177,-7.54761e-05,0.000260329,0.00156523,-0.00103326,-0.000272106,-0.000467541,-0.000423616,0,0,0
1527774032399155218,-0.0430317,0.00334794,-0.000140506,-0.000200715,0.000444048,0.000218339,-0.000275127,-0.000428451,-0.000407031,0,0,0
1527774032432492452,-0.0442664,0.00250909,-0.000149368,0.000146902,0.000841722,0.00034621,-0.000275539,-0.00040255,-0.000398911,0,0,0
1527774032465825601,-0.0455129,0.00217296,-0.0001722,0.000400303,7.65614e-05,0.000665071,-0.000261997,-0.000383384,-0.000375225,0,0,0
1527774032499154175,-0.0459725,0.00317062,-0.000245561,-0.000894143,-0.000180522,0.00108418,-0.000275861,-0.000395608,-0.000347127,0,0,0
1527774032532489329,-0.0462184,0.00221673,-0.000219258,0.000312781,-0.000736145,0.0009751,-0.000265163,-0.000419443,-0.000308248,0,0,0
1527774032565832682,-0.0452086,0.0022519,-0.000275178,0.000142397,0.00150996,-0.00127955,-0.00024454,-0.000382075,-0.000357405,0,0,0
1527774032599166918,-0.0463477,0.00215295,-0.000310167,8.68431e-05,-0.000341369,0.000166259,-0.000242935,-0.000398505,-0.000339229,0,0,0
1527774032632499587,-0.0465727,0.00248375,-0.000334662,0.00016965,-0.000324025,0.00073101,-0.000238309,-0.000409773,-0.000332341,0,0,0
1527774032665825289,-0.0465169,0.00258081,-0.000341195,-0.00072333,0.00038978,0.000474998,-0.000257571,-0.000401748,-0.000317415,0,0,0
1527774032699135978,-0.0465846,0.00275062,-0.000349378,-0.000539923,0.000288627,2.04852e-05,-0.00028117,-0.000387289,-0.000327362,0,0,0
1527774032732481790,-0.0465934,0.00201198,-0.000352824,0.000447251,0.000706973,-0.000175795,-0.000273521,-0.000371032,-0.000345993,0,0,0
1527774032765866189,-0.0476403,0.00256046,-0.000403879,-0.000379239,0.000114826,0.000243471,-0.00026815,-0.000356003,-0.000336249,0,0,0
1527774032799135826,-0.047567,0.00174815,-0.000417275,8.24429e-05,-0.000462522,0.000120567,-0.000265264,-0.000359321,-0.000352306,0,0,0
1527774032832546674,-0.0470292,0.00208252,-0.000441981,-4.73633e-05,6.79481e-05,-0.000616141,-0.000267336,-0.000353814,-0.000363794,0,0,0
1527774032865805189,-0.0472053,0.00180081,-0.00047393,0.000240665,-0.000277601,0.000206026,-0.000263311,-0.000371869,-0.000348335,0,0,0
1527774032899136835,-0.0472964,0.00213969,-0.000473365,-0.000355746,-0.000160005,0.000121186,-0.000270419,-0.000384667,-0.000345857,0,0,0
1527774032932509357,-0.0460373,0.00103831,-0.000467936,0.0018293,0.00277784,-0.00108859,-0.000232583,-0.000305499,-0.000373129,0,0,0
1527774032965808236,-0.0472685,0.00165297,-0.000473978,0.00071256,-9.32696e-07,-0.00113947,-0.000212592,-0.000292987,-0.000405392,0,0,0
1527774032999137429,-0.046388,0.00168549,-0.000498855,-4.75504e-05,0.00245282,-0.00160084,-0.000211211,-0.000232621,-0.000459841,0,0,0
1527774033032477196,-0.0470219,0.000947003,-0.000517018,0.00172185,0.00060626,-0.00124659,-0.000163867,-0.000180261,-0.000495187,0,0,0
1527774033065806959,-0.0475736,0.00227514,-0.00051205,-0.00139595,-0.000675984,-0.000305662,-0.000192514,-0.000195281,-0.000486894,0,0,0
