timestamp,roll,pitch,yaw,vel_x(cam),vel_y(cam),vei_z(cam),pos_x(cam),pos_y(cam),pos_z(cam),mag_x(NED),mag_y(NED),mag_z(NED)
1527774108832471569,-0.172568,0.260936,-0.0233493,0.0148964,-0.0138727,-0.0338377,0.024623,0.00647376,-0.0199902,0,0,0
1527774108865803607,-0.172855,0.260826,-0.0244882,-0.0900661,-0.0676712,-0.0135219,0.0231189,0.00482797,-0.0209345,0,0,0
1527774108899140891,-0.0434687,0.0701353,-0.004068,-0.00668854,-0.00401994,-0.0233185,0.0243134,0.00548135,-0.0217778,0,0,0
1527774108932503382,-0.0433147,0.0699478,-0.00486072,-0.0269233,-0.0070185,-0.0205629,0.0238484,0.00532405,-0.0223939,0,0,0
1527774108965804614,-0.0344647,0.0316564,-0.0050879,-0.00703768,-0.00218298,-0.0136277,0.0238147,0.00529784,-0.0227685,0,0,0
1527774108999221099,-0.0311003,0.0152699,-0.00572313,0.00665331,0.0016636,0.00823919,0.0241823,0.00541661,-0.022098,0,0,0
1527774109032550266,-0.0302832,0.0111948,-0.00652705,0.00660942,0.000947766,0.013665,0.0244239,0.00548848,-0.0217925,0,0,0
1527774109065852389,-0.0301186,0.00694728,-0.00769415,0.00503571,0.0010783,0.0102721,0.0247024,0.00552649,-0.0216823,0,0,0
1527774109099137088,-0.0299943,0.00688495,-0.00832911,0.000994974,-0.00131539,0.0108869,0.024718,0.00551389,-0.0215991,0,0,0
1527774109132470000,-0.0294443,0.00220085,-0.0094743,0.000787943,0.000682297,0.00784868,0.0247705,0.00548161,-0.0214158,0,0,0
1527774109165803385,-0.030071,-0.000562651,-0.0107539,-0.000103999,-0.0020225,0.00907361,0.0247875,0.00544465,-0.0211649,0,0,0
1527774109199137062,-0.0292045,-0.00490435,-0.0117055,0.00348563,-0.000315152,0.00592502,0.0248711,0.00542893,-0.0210994,0,0,0
1527774109232485768,-0.0279163,-0.00594175,-0.0126186,0.000747862,0.000783984,0.00681029,0.0249059,0.0054605,-0.0209727,0,0,0
1527774109265804937,-0.0286442,-0.00763114,-0.0137821,0.000383772,-0.00048421,0.00802374,0.0249205,0.0054518,-0.0207406,0,0,0
1527774109299169164,-0.0286972,-0.0105342,-0.0147378,0.00283001,-0.00156832,0.00550957,0.0249877,0.00539983,-0.0206411,0,0,0
1527774109332477601,-0.0283721,-0.0109944,-0.015572,0.00223596,-0.000318877,0.00590267,0.0250382,0.00538339,-0.0205071,0,0,0
1527774109365806537,-0.0279171,-0.0131524,-0.0168223,0.00289559,7.4299e-05,0.00392132,0.0251404,0.00537961,-0.0204346,0,0,0
1527774109399137823,-0.0288006,-0.0120339,-0.0177811,0.00214783,4.14907e-05,0.00400736,0.0251742,0.00533804,-0.0203219,0,0,0
1527774109432479579,-0.0281155,-0.0124673,-0.0186662,0.00193371,-0.000738348,0.00198397,0.0252022,0.00534294,-0.0203442,0,0,0
1527774109465804529,-0.0280853,-0.0135694,-0.0199201,0.00435145,-0.000865435,0.00239182,0.0253068,0.00530549,-0.0203066,0,0,0
1527774109499138230,-0.0278644,-0.0125264,-0.0209254,0.00171023,-0.000142196,0.00199755,0.0253262,0.00529781,-0.0202371,0,0,0
1527774109532472018,-0.0289692,-0.0118621,-0.0217171,0.000482348,-0.00211352,0.00196525,0.0253131,0.00523994,-0.0201994,0,0,0
1527774109565810249,-0.0275868,-0.0135508,-0.0230362,0.00358006,0.00151817,0.00163727,0.0253981,0.00524337,-0.0201777,0,0,0
1527774109599165833,-0.0286983,-0.0124429,-0.0239776,0.00254748,-0.00102288,0.0014465,0.0254686,0.00521849,-0.0201184,0,0,0
1527774109632502821,-0.0285802,-0.0118349,-0.0248808,0.000951223,0.000350805,-0.000171958,0.0255024,0.00521166,-0.0201599,0,0,0
1527774109665829116,-0.0292497,-0.0112025,-0.0261013,0.00104014,-0.000878344,8.31547e-05,0.0255333,0.00518977,-0.020162,0,0,0
1527774109699203736,-0.0290783,-0.0113513,-0.0271456,0.00171521,-0.000615855,-0.000328776,0.0255698,0.00517279,-0.0201807,0,0,0
1527774109732471379,-0.0292233,-0.0110593,-0.0280801,0.00163115,-0.000842626,0.000565738,0.0255878,0.00514984,-0.0201726,0,0,0
1527774109765804963,-0.0293035,-0.0105485,-0.0293444,0.000403241,-0.00033611,0.000737623,0.0256171,0.00512814,-0.0201537,0,0,0
1527774109799137993,-0.0300905,-0.0108925,-0.0301342,0.00240186,-0.00161173,0.000226881,0.025655,0.00507842,-0.0201779,0,0,0
1527774109832553189,-0.0294364,-0.0102526,-0.0312104,0.00165461,0.00102573,0.00065602,0.0257008,0.00508584,-0.0201493,0,0,0
